,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
61,84,34,76,26,43,33,56,32,1.4090909090909092
62,87,84,62,27,70,21,83,52,3.272727272727273
63,82,23,76,45,67,83,59,90,3.4545454545454546
64,64,30,52,88,31,58,85,20,2.1363636363636362
65,48,38,31,58,37,66,63,64,1.9545454545454546
66,53,80,63,43,84,84,52,28,3.3181818181818183
67,69,22,61,70,80,48,84,53,3.1818181818181817
68,41,88,58,70,90,71,24,72,4.045454545454546
69,80,52,75,59,60,45,80,76,3.8181818181818183
70,26,26,66,29,37,60,55,73,1.7272727272727273
71,69,27,49,56,69,43,37,90,2.5
72,35,38,67,91,27,81,36,41,1.8636363636363635
73,75,65,51,78,80,70,67,26,3.909090909090909
74,32,33,88,40,56,58,45,47,1.7727272727272727
75,38,56,39,81,50,76,35,81,3.0
76,50,46,82,56,77,49,83,20,2.8181818181818183
77,89,42,76,85,33,91,63,34,2.8636363636363638
78,56,20,41,37,38,50,86,34,1.1363636363636365
79,81,46,51,89,20,87,55,48,3.090909090909091
80,46,73,82,67,63,24,33,69,3.272727272727273
81,60,66,55,68,29,35,82,23,2.3181818181818183
82,75,21,55,30,67,65,65,77,2.909090909090909
83,76,37,54,52,23,68,51,43,2.1818181818181817
84,78,39,58,36,67,62,72,26,2.272727272727273
85,36,35,33,67,70,28,49,39,1.3181818181818181
86,72,51,29,44,55,43,48,70,2.6818181818181817
87,25,42,55,89,85,80,57,37,2.6363636363636362
88,45,70,87,83,87,46,43,57,3.727272727272727
89,49,43,57,78,72,89,59,40,3.0454545454545454
90,29,21,49,28,68,41,29,56,1.2727272727272727
91,46,29,38,63,65,91,36,90,2.727272727272727
92,59,32,62,86,69,29,44,50,2.4545454545454546
93,39,78,42,33,49,66,49,77,2.590909090909091
94,58,80,55,78,37,64,83,45,3.3181818181818183
95,89,54,65,69,81,27,39,25,2.8181818181818183
96,44,82,48,56,49,26,68,90,2.772727272727273
97,20,86,70,36,31,47,85,25,1.8636363636363635
98,64,70,60,27,61,23,33,57,2.772727272727273
99,58,65,41,52,39,56,47,65,2.6818181818181817
100,23,83,33,55,35,73,82,83,2.909090909090909
101,70,58,26,84,69,26,43,44,2.6363636363636362
102,76,37,82,39,85,79,83,70,3.409090909090909
103,21,77,67,88,68,34,64,40,2.8181818181818183
104,26,84,71,54,74,88,77,39,3.3636363636363638
105,24,71,46,49,48,76,63,78,3.1818181818181817
106,55,77,38,48,46,30,29,77,2.5454545454545454
107,91,81,70,58,27,24,40,48,2.772727272727273
108,66,48,65,35,62,48,59,82,2.909090909090909
109,58,36,42,27,61,24,28,46,1.3181818181818181
110,54,48,51,43,77,60,38,30,2.409090909090909
111,84,47,75,33,29,79,40,43,2.3636363636363638
112,60,69,51,25,77,81,23,46,3.1818181818181817
113,22,32,86,52,30,28,35,69,1.4090909090909092
114,46,27,55,45,20,59,37,30,1.2272727272727273
115,81,76,32,71,91,22,76,40,3.3181818181818183
116,39,46,59,45,72,61,63,50,2.727272727272727
117,36,45,23,73,60,37,35,89,2.272727272727273
118,56,24,52,86,43,90,52,64,2.8636363636363638
119,76,72,81,55,54,75,88,68,4.318181818181818
120,68,54,43,59,60,65,63,61,3.409090909090909
121,60,71,24,54,59,82,69,67,3.6818181818181817
122,84,88,28,27,53,38,91,78,2.909090909090909
123,43,44,52,91,52,83,42,59,2.8181818181818183
124,56,28,46,73,91,26,69,28,2.1363636363636362
125,71,70,36,72,70,54,74,55,4.0
126,33,85,23,23,40,46,69,69,2.0454545454545454
127,59,49,46,62,58,26,61,42,2.227272727272727
128,46,72,70,77,88,61,84,23,3.772727272727273
129,86,53,65,53,46,72,36,59,3.3636363636363638
130,22,66,25,21,90,72,85,89,3.0
131,69,66,26,49,57,20,73,66,2.727272727272727
132,57,54,67,87,82,75,83,53,4.0
133,62,88,47,35,70,76,53,37,3.1363636363636362
134,49,21,86,47,54,84,44,51,2.5454545454545454
135,47,70,60,72,59,84,63,57,3.909090909090909
136,63,72,58,20,31,22,53,23,1.8636363636363635
137,61,32,91,35,25,73,48,70,2.4545454545454546
138,83,55,61,88,29,78,72,77,3.8636363636363638
139,72,87,52,33,89,85,23,34,3.227272727272727
140,81,65,29,46,51,50,35,81,3.1818181818181817
141,65,78,82,37,41,49,48,43,2.5454545454545454
142,23,23,65,20,66,25,40,35,0.9545454545454546
143,52,74,55,83,29,81,36,76,3.6363636363636362
144,43,34,49,81,52,47,40,46,2.0
145,20,60,44,25,27,41,21,81,1.6363636363636365
146,71,39,89,77,67,52,82,37,3.0
147,82,49,25,69,31,76,74,52,2.909090909090909
148,35,20,67,29,51,35,87,83,1.6818181818181819
149,21,66,81,86,32,37,55,83,2.6818181818181817
150,76,73,71,88,64,32,83,66,4.045454545454546
151,23,64,76,74,74,56,24,90,3.6363636363636362
152,49,61,31,61,28,56,39,26,1.9545454545454546
153,83,53,89,42,83,74,89,74,4.090909090909091
154,27,83,47,83,46,85,63,81,3.590909090909091
155,20,33,79,20,27,34,44,70,1.1818181818181819
156,75,66,64,89,53,55,48,26,3.3636363636363638
157,50,48,71,42,88,46,58,74,3.1363636363636362
158,83,77,55,82,48,36,26,22,2.8181818181818183
159,68,59,45,53,22,82,57,27,2.5
160,67,59,43,86,85,72,57,25,3.3636363636363638
161,84,60,71,82,46,58,48,27,3.3181818181818183
162,61,47,79,48,29,41,85,65,2.5454545454545454
163,83,51,45,70,62,51,55,82,3.8636363636363638
164,20,68,68,60,66,20,46,60,2.8181818181818183
165,76,82,77,84,59,47,87,65,4.181818181818182
166,30,79,69,76,48,70,60,83,3.772727272727273
167,76,83,30,62,78,75,68,50,4.090909090909091
168,40,26,80,58,69,60,70,37,2.3181818181818183
169,78,20,69,29,66,31,82,29,1.8181818181818181
170,66,28,54,46,60,89,37,51,2.727272727272727
171,81,60,91,47,52,22,68,33,2.727272727272727
172,44,83,33,24,24,46,37,78,2.0
173,24,80,27,75,42,83,51,69,3.090909090909091
174,32,81,45,35,20,50,75,40,1.8636363636363635
175,21,63,49,33,74,87,87,23,2.5
176,38,55,53,91,64,59,28,50,2.8636363636363638
177,44,69,65,37,58,49,33,50,2.3181818181818183
178,63,87,72,76,39,76,59,25,3.409090909090909
179,64,74,66,25,34,40,49,54,2.4545454545454546
180,56,41,68,20,36,58,59,83,2.1818181818181817
181,28,58,68,20,91,25,77,42,1.9545454545454546
182,63,44,43,59,47,66,83,43,2.409090909090909
183,68,43,40,42,58,90,35,90,2.727272727272727
184,29,84,28,21,83,25,88,23,1.8181818181818181
185,51,82,42,47,66,68,31,73,3.4545454545454546
186,62,32,29,33,27,24,83,58,1.1818181818181819
187,27,63,69,91,54,66,79,65,3.5
188,31,66,61,44,35,46,23,34,1.5
189,65,39,37,75,74,24,30,45,2.1818181818181817
190,83,69,48,87,69,39,32,29,2.8181818181818183
191,91,74,90,75,35,85,60,61,4.136363636363637
192,31,23,29,32,23,46,39,24,0.2727272727272727
193,60,50,44,23,91,56,79,81,3.1818181818181817
194,83,70,50,55,67,84,66,52,4.090909090909091
195,27,90,91,39,63,51,83,43,2.6818181818181817
196,51,59,44,67,55,59,64,77,3.272727272727273
197,81,89,50,21,27,86,87,66,3.3181818181818183
198,84,73,40,59,75,31,88,85,3.6818181818181817
199,46,46,83,85,25,39,25,59,2.1818181818181817
200,40,89,51,71,38,84,83,33,2.909090909090909
201,79,34,64,50,45,73,49,55,2.909090909090909
202,72,25,65,67,82,65,59,49,3.227272727272727
203,22,81,80,51,57,73,46,82,3.6363636363636362
204,82,60,68,31,57,51,33,62,3.1363636363636362
205,44,59,37,86,90,64,77,24,2.8181818181818183
206,76,90,77,83,65,41,42,83,4.136363636363637
207,70,88,91,31,27,50,83,80,3.3636363636363638
208,67,67,60,78,80,45,27,57,3.6818181818181817
209,44,46,31,71,43,56,30,33,1.7272727272727273
210,26,81,58,27,91,68,22,74,3.090909090909091
211,60,90,33,74,75,86,22,87,4.181818181818182
212,44,27,21,21,65,20,85,79,1.5909090909090908
213,56,40,21,26,48,49,25,23,1.1363636363636365
214,84,41,54,29,26,90,91,46,2.3181818181818183
215,20,33,63,25,43,79,43,50,1.6363636363636365
216,61,81,43,32,89,59,83,35,2.8636363636363638
217,76,83,81,74,77,76,38,34,4.090909090909091
218,26,87,76,39,89,88,38,46,3.0
219,64,30,31,68,51,52,44,81,2.6363636363636362
220,79,50,62,73,36,68,21,85,3.5
221,40,68,59,78,36,56,78,82,3.1363636363636362
222,28,26,79,30,79,78,80,67,2.590909090909091
223,29,55,67,51,62,22,86,65,2.6363636363636362
224,65,56,76,75,20,50,77,77,3.5454545454545454
225,62,61,34,55,76,62,69,71,3.772727272727273
226,74,83,50,88,46,60,35,46,3.6363636363636362
227,57,31,86,23,87,54,47,25,2.0454545454545454
228,83,47,27,25,30,46,60,25,1.5
229,69,73,56,22,27,78,82,54,3.0454545454545454
230,71,52,28,89,47,53,67,27,2.772727272727273
231,87,84,50,86,40,56,41,49,3.409090909090909
232,44,48,62,64,26,51,48,27,1.9090909090909092
233,70,83,90,73,55,64,73,36,3.909090909090909
234,32,61,41,29,66,46,91,60,2.409090909090909
235,86,28,81,39,75,35,45,66,2.4545454545454546
236,35,56,91,67,51,75,81,39,2.8636363636363638
237,84,72,77,30,26,80,90,74,3.6363636363636362
238,74,33,48,89,76,25,76,25,2.4545454545454546
239,37,81,64,57,42,81,55,35,2.6363636363636362
240,54,48,23,65,81,44,60,86,3.0
241,53,66,67,82,88,61,49,83,4.181818181818182
242,59,80,57,69,73,22,35,43,2.9545454545454546
243,65,39,53,49,82,34,52,33,1.9090909090909092
244,61,26,41,44,36,27,39,33,0.7727272727272727
245,62,69,36,39,32,79,72,53,2.590909090909091
246,67,52,59,52,58,65,91,45,3.227272727272727
247,23,87,79,75,23,78,21,84,3.409090909090909
248,51,60,26,36,82,25,78,61,2.590909090909091
249,54,66,89,40,30,45,38,41,2.1363636363636362
250,74,66,35,73,62,75,90,57,3.9545454545454546
251,87,48,89,83,76,24,47,38,2.9545454545454546
252,50,82,44,26,36,42,53,34,1.6818181818181819
253,45,23,56,34,66,54,87,34,1.7272727272727273
254,88,57,43,89,50,87,46,40,3.3181818181818183
255,81,77,39,63,40,46,80,71,3.4545454545454546
256,21,87,31,89,25,77,41,66,2.8636363636363638
257,84,71,68,50,55,47,82,84,3.9545454545454546
258,39,41,33,79,22,29,46,83,1.6363636363636365
259,46,83,71,27,56,22,71,72,2.9545454545454546
260,71,90,72,50,88,70,27,53,4.2272727272727275
261,64,46,21,42,36,81,71,71,2.6363636363636362
262,41,53,76,34,39,83,31,68,2.3636363636363638
263,65,68,73,30,56,46,36,89,3.090909090909091
264,76,62,33,41,82,80,45,46,3.272727272727273
265,47,49,70,45,79,39,83,73,2.9545454545454546
266,40,82,39,71,66,81,39,52,3.3636363636363638
267,77,22,31,69,59,23,81,77,2.5454545454545454
268,61,66,24,67,65,42,73,85,3.409090909090909
269,74,77,30,44,23,41,23,29,1.8636363636363635
270,78,64,74,63,67,47,26,21,3.227272727272727
271,63,38,28,68,41,38,33,75,1.9090909090909092
272,76,64,59,44,73,72,51,55,3.727272727272727
273,60,62,37,85,22,31,20,45,2.227272727272727
274,70,60,54,55,78,89,27,67,4.0
275,78,71,21,80,32,89,50,76,3.772727272727273
276,29,46,69,85,87,33,90,69,2.8636363636363638
277,21,37,46,45,42,39,87,57,1.2272727272727273
278,63,48,81,61,50,79,77,75,3.909090909090909
279,55,86,47,61,31,75,32,53,3.1363636363636362
280,54,37,37,73,70,40,75,50,2.5454545454545454
281,49,78,80,47,82,41,72,43,3.090909090909091
282,87,52,91,50,38,53,36,23,2.5
283,75,21,28,46,50,84,70,63,2.8181818181818183
284,80,58,43,68,22,61,42,80,3.1363636363636362
285,29,60,89,29,79,67,80,36,2.6363636363636362
286,25,51,71,76,80,82,35,26,3.0454545454545454
287,25,37,71,20,41,31,76,71,1.5
288,31,71,37,30,47,37,50,90,2.0
289,37,74,63,82,76,66,63,51,3.772727272727273
290,45,81,35,38,75,60,83,66,3.1818181818181817
291,83,85,20,34,84,27,60,42,2.590909090909091
292,26,51,83,87,90,51,86,67,3.5454545454545454
293,91,83,20,67,81,40,77,38,3.1818181818181817
294,90,77,42,42,85,24,37,37,2.5
295,32,86,62,88,51,30,39,82,3.0454545454545454
296,63,35,60,53,91,49,59,30,2.409090909090909
297,36,25,23,70,76,85,85,80,2.9545454545454546
298,59,85,50,62,75,74,51,77,4.318181818181818
299,23,83,77,41,83,85,34,70,3.5454545454545454
300,23,34,88,52,90,20,55,22,1.6818181818181819
301,83,80,61,33,51,90,21,23,3.0454545454545454
302,88,89,75,36,78,42,81,71,3.772727272727273
303,34,91,54,46,20,22,43,89,2.1818181818181817
304,40,74,45,87,53,30,56,30,2.4545454545454546
305,73,36,36,22,35,32,41,27,0.7272727272727273
306,65,36,58,66,59,66,62,23,2.5
307,76,52,32,20,49,48,38,22,1.7727272727272727
308,80,56,48,39,40,88,36,70,2.909090909090909
309,33,83,43,72,40,50,46,50,2.727272727272727
310,36,24,27,76,37,84,21,52,1.7727272727272727
311,51,33,55,31,46,20,58,22,1.0909090909090908
312,46,20,80,33,34,78,75,25,1.6363636363636365
313,69,55,73,46,29,82,81,30,2.727272727272727
314,55,65,84,74,61,29,25,27,2.8181818181818183
315,85,87,43,44,53,62,37,47,3.0454545454545454
316,35,23,25,67,81,76,47,28,2.0
317,71,29,85,66,30,90,34,89,3.0454545454545454
318,39,77,61,65,88,60,32,38,3.0454545454545454
319,54,24,70,65,37,86,54,31,2.227272727272727
320,34,84,68,62,48,34,60,43,2.409090909090909
321,28,63,86,88,67,77,68,55,3.6818181818181817
322,76,70,34,84,39,36,42,68,2.8636363636363638
323,55,38,52,45,58,32,80,57,2.0
324,60,70,33,49,41,26,64,49,2.3181818181818183
325,23,80,88,79,81,37,33,29,2.727272727272727
326,48,65,68,59,53,43,35,90,3.0
327,29,28,54,83,22,44,56,66,1.7727272727272727
328,71,56,47,48,63,82,52,36,3.0454545454545454
329,91,29,27,29,21,31,79,84,1.5909090909090908
330,38,52,90,26,69,61,60,54,2.6818181818181817
331,81,50,79,48,76,87,59,33,3.4545454545454546
332,65,50,62,26,87,23,20,83,2.8181818181818183
333,78,74,66,70,65,29,32,71,3.8636363636363638
334,36,33,89,88,88,28,91,55,2.4545454545454546
335,30,41,69,26,91,34,32,79,1.9090909090909092
336,49,42,68,55,52,30,45,72,2.409090909090909
337,67,72,34,86,46,34,73,72,3.3181818181818183
338,38,48,36,79,21,63,47,82,2.3636363636363638
339,62,66,85,63,30,48,72,85,3.4545454545454546
340,51,65,71,39,65,54,30,27,2.5454545454545454
341,28,80,36,61,34,44,76,36,1.8181818181818181
342,81,41,57,62,59,58,31,85,3.1818181818181817
343,81,72,58,78,40,84,38,89,4.045454545454546
344,24,20,31,28,51,91,20,55,1.5
345,39,82,75,32,66,88,44,30,2.6363636363636362
346,40,69,24,67,64,85,66,39,2.8181818181818183
347,57,75,68,75,58,23,59,47,3.1818181818181817
348,32,60,91,82,38,84,30,44,2.6818181818181817
349,58,23,75,90,55,36,49,24,2.0454545454545454
350,24,85,79,51,30,45,53,39,2.1818181818181817
351,37,24,30,34,73,32,66,52,1.2727272727272727
352,67,74,57,78,70,44,46,85,4.0
353,70,24,46,22,55,70,64,63,2.6818181818181817
354,81,39,76,89,88,31,50,75,3.3181818181818183
355,81,33,23,57,28,89,80,78,2.6818181818181817
356,30,76,23,26,69,80,89,60,2.909090909090909
357,27,56,74,43,91,75,33,62,3.0454545454545454
358,63,59,68,71,43,70,32,30,2.9545454545454546
359,75,87,66,74,51,22,48,85,3.8181818181818183
360,69,67,43,86,37,27,84,51,2.6818181818181817
361,76,66,25,44,69,60,20,50,3.0454545454545454
362,32,58,90,26,89,77,81,79,3.272727272727273
363,24,64,65,33,90,30,85,30,2.0
364,55,26,66,91,66,89,68,52,3.272727272727273
365,49,52,59,36,28,56,39,54,1.9090909090909092
366,77,65,54,65,49,75,29,50,3.590909090909091
367,70,51,41,89,89,72,35,81,4.045454545454546
368,26,90,67,57,75,36,49,68,3.0
369,33,80,76,61,68,65,23,74,3.6818181818181817
370,45,82,49,70,90,45,45,75,3.772727272727273
371,73,72,80,34,28,30,49,77,2.8181818181818183
372,67,61,48,38,78,64,35,83,3.3636363636363638
373,51,70,30,30,78,64,88,70,3.4545454545454546
374,71,46,43,67,82,59,50,34,2.909090909090909
375,49,72,73,90,45,86,83,28,3.5
376,87,88,69,54,37,29,75,37,2.590909090909091
377,24,68,49,67,77,27,43,75,2.8636363636363638
378,37,45,67,26,91,21,87,22,1.6363636363636365
379,21,43,47,49,40,61,88,66,2.090909090909091
380,51,67,74,88,26,41,66,61,3.1363636363636362
381,41,75,40,33,75,49,47,27,2.1818181818181817
382,60,24,42,46,55,56,47,58,2.227272727272727
383,35,77,25,81,37,46,37,55,2.272727272727273
384,32,87,25,78,40,49,62,58,2.590909090909091
385,55,71,40,76,90,68,51,55,3.8636363636363638
386,33,20,91,66,79,71,84,53,3.0
387,56,79,87,50,83,91,48,32,3.6363636363636362
388,48,78,35,65,24,22,43,85,2.4545454545454546
389,38,60,73,91,70,81,27,63,3.772727272727273
390,53,66,30,82,72,46,60,91,3.6363636363636362
391,25,75,52,44,35,89,79,50,2.6363636363636362
392,53,90,60,76,76,91,42,86,4.454545454545454
393,30,65,29,24,30,85,53,84,2.227272727272727
394,23,21,74,85,52,69,52,78,2.909090909090909
395,58,90,55,20,91,89,84,27,3.1818181818181817
396,89,88,57,66,25,22,80,89,3.3181818181818183
397,35,62,66,55,89,58,34,40,2.727272727272727
398,68,26,71,61,20,30,84,50,2.1818181818181817
399,46,28,47,29,85,39,45,37,1.2272727272727273
400,36,75,65,76,22,55,51,80,3.1818181818181817
401,35,58,84,37,45,65,48,88,2.590909090909091
402,56,82,70,68,64,52,25,34,3.272727272727273
403,35,77,32,86,46,69,34,75,3.090909090909091
404,61,69,80,61,29,47,41,29,2.590909090909091
405,20,48,68,46,22,26,71,64,1.7727272727272727
406,47,85,43,89,22,22,90,78,2.8636363636363638
407,35,70,75,90,52,52,41,83,3.590909090909091
408,37,81,71,49,33,49,81,81,2.8181818181818183
409,28,76,28,67,52,85,55,76,3.3636363636363638
410,51,82,75,34,83,41,42,90,3.3181818181818183
411,42,61,75,77,59,42,47,89,3.3181818181818183
412,77,30,82,39,55,27,48,64,2.1818181818181817
413,85,28,74,86,30,49,65,32,2.272727272727273
414,89,42,30,40,68,65,57,70,2.909090909090909
415,79,69,22,65,88,65,81,57,3.8181818181818183
416,91,85,30,37,38,43,60,29,1.9090909090909092
417,20,87,41,41,65,75,62,27,2.5454545454545454
418,23,63,91,74,68,59,20,63,3.3636363636363638
419,34,39,50,39,25,52,44,31,0.7272727272727273
420,77,69,21,60,80,64,23,46,3.4545454545454546
421,48,87,38,21,42,51,34,39,1.7272727272727273
422,83,54,80,68,54,63,87,54,3.8181818181818183
423,68,35,52,64,34,47,91,69,2.409090909090909
424,80,72,84,71,44,74,25,45,3.8181818181818183
425,21,31,70,63,72,82,53,46,2.772727272727273
426,52,87,33,41,46,55,35,91,2.8181818181818183
427,24,29,65,23,44,29,72,55,1.1363636363636365
428,55,53,28,32,82,56,89,43,2.409090909090909
429,62,50,74,72,61,68,31,24,3.3181818181818183
430,83,85,23,27,44,89,50,46,2.8181818181818183
431,89,34,35,36,29,57,70,87,2.0
432,80,53,79,78,78,75,81,56,4.363636363636363
433,27,30,27,62,24,85,71,38,1.4545454545454546
434,40,57,65,72,75,66,60,78,3.8181818181818183
435,40,23,63,38,23,75,83,59,1.8181818181818181
436,22,21,64,46,53,56,66,48,1.9090909090909092
437,79,77,21,54,68,42,51,52,3.227272727272727
438,73,22,58,48,73,81,71,29,2.8181818181818183
439,64,58,66,35,84,78,91,35,3.0454545454545454
440,36,74,77,60,80,31,85,77,3.5
441,44,39,77,34,41,69,61,77,2.1363636363636362
442,70,35,66,48,87,87,66,86,3.5454545454545454
443,28,69,81,71,34,67,82,28,2.6363636363636362
444,35,30,23,70,83,37,78,59,2.0
445,42,71,57,30,25,88,37,24,2.0
446,43,76,36,49,26,22,75,32,1.5454545454545454
447,72,36,25,89,44,40,58,91,2.4545454545454546
448,91,22,27,62,37,48,47,39,1.5909090909090908
449,71,32,23,50,43,21,65,52,1.8181818181818181
450,69,40,43,82,40,71,87,23,2.5454545454545454
451,72,35,32,77,62,76,80,61,3.3636363636363638
452,52,89,33,31,78,23,69,25,2.1818181818181817
453,31,47,52,50,32,39,86,31,1.2727272727272727
454,35,75,28,32,46,62,22,40,1.8636363636363635
455,44,43,72,77,61,20,59,28,2.1363636363636362
456,75,58,48,45,48,43,83,57,2.727272727272727
457,29,22,86,65,83,84,65,33,2.5454545454545454
458,55,88,57,73,68,67,54,85,4.181818181818182
459,64,22,65,84,49,90,67,34,2.727272727272727
460,47,56,25,71,23,48,61,64,2.5
461,52,74,56,53,81,28,75,46,3.1818181818181817
462,56,91,88,40,41,65,65,25,2.772727272727273
463,29,20,87,79,75,61,67,48,2.8181818181818183
464,20,77,89,77,30,48,76,47,2.8181818181818183
465,54,83,77,47,38,33,42,60,2.6363636363636362
466,23,60,31,50,29,29,56,36,1.2727272727272727
467,89,46,23,80,86,89,46,65,3.727272727272727
468,69,80,21,78,43,49,62,31,2.727272727272727
469,32,30,43,34,78,85,87,39,1.6818181818181819
470,69,81,82,34,74,64,81,22,3.3636363636363638
471,90,87,64,21,91,86,82,56,3.9545454545454546
472,50,37,71,76,22,89,68,70,3.090909090909091
473,75,75,47,72,69,53,53,82,4.2272727272727275
474,38,56,81,32,83,79,42,59,2.8181818181818183
475,32,61,28,49,83,44,86,61,2.590909090909091
476,90,55,59,79,69,51,54,57,3.6818181818181817
477,22,66,70,28,43,21,54,91,2.1363636363636362
478,27,73,60,60,78,51,42,72,3.6363636363636362
479,75,91,69,25,28,65,53,50,3.0454545454545454
480,76,31,39,26,75,49,81,35,1.8636363636363635
481,48,64,70,39,32,63,60,37,2.1818181818181817
482,58,36,39,76,69,71,44,25,2.3636363636363638
483,45,56,57,84,45,62,39,56,3.0
484,34,89,46,22,68,87,60,61,3.0454545454545454
485,62,43,41,59,31,27,60,38,1.4090909090909092
486,90,61,44,73,59,81,77,73,4.181818181818182
487,69,90,51,35,30,43,57,36,2.0
488,77,59,59,33,77,49,40,20,2.5
489,63,62,80,91,37,72,83,37,3.3181818181818183
490,20,42,68,32,88,71,34,41,2.0454545454545454
491,72,33,31,68,50,78,22,23,2.3181818181818183
492,76,70,26,80,73,28,52,43,3.227272727272727
493,42,68,37,55,37,69,29,29,1.8181818181818181
494,83,77,22,72,29,88,76,28,3.1818181818181817
495,57,68,32,90,31,22,24,91,2.5
496,64,27,37,69,31,69,27,53,2.0454545454545454
497,26,36,24,52,82,73,56,83,2.590909090909091
498,76,35,56,84,34,88,57,36,2.4545454545454546
499,78,28,45,64,87,54,32,70,3.1818181818181817
500,76,69,71,75,33,71,86,30,3.4545454545454546
501,45,78,82,51,64,32,54,29,2.727272727272727
502,47,33,86,32,38,44,84,45,1.3636363636363635
503,87,56,77,78,31,34,35,26,2.3636363636363638
504,27,80,30,61,25,40,78,63,2.3636363636363638
505,26,35,30,60,45,22,57,83,1.6363636363636365
506,64,86,41,76,76,47,74,45,3.6818181818181817
507,85,31,87,69,52,66,53,40,2.909090909090909
508,31,20,26,74,77,47,85,53,2.272727272727273
509,53,52,43,30,44,50,80,53,2.227272727272727
510,87,90,65,71,37,82,39,88,4.0
511,88,28,29,91,43,38,71,86,2.409090909090909
512,86,28,87,28,85,79,27,61,3.0454545454545454
513,41,85,86,31,72,66,71,33,2.9545454545454546
514,82,36,71,50,86,65,89,73,3.6818181818181817
515,23,23,74,73,89,86,58,25,2.6363636363636362
516,84,54,77,46,25,61,65,38,2.6818181818181817
517,48,59,30,27,77,80,26,51,2.590909090909091
518,24,58,62,50,77,52,47,60,3.0454545454545454
519,84,64,65,60,68,28,43,61,3.4545454545454546
520,42,53,88,40,83,22,26,29,1.9545454545454546
521,35,39,47,78,73,29,33,24,1.5454545454545454
522,80,23,25,25,37,44,23,47,1.0909090909090908
523,39,20,69,34,54,32,69,78,1.6363636363636365
524,84,71,34,83,30,52,67,23,2.8636363636363638
525,64,30,46,37,26,74,63,64,2.1363636363636362
526,21,80,54,33,58,89,35,36,2.272727272727273
527,33,76,33,53,77,39,47,50,2.5
528,30,78,38,42,29,31,35,63,1.5909090909090908
