,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
191,59,60,53,36,91,58,75,84,3.409090909090909
192,73,62,85,45,78,29,83,60,3.590909090909091
193,44,80,37,65,91,27,21,52,2.6818181818181817
194,78,26,65,91,40,20,72,73,2.772727272727273
195,72,46,60,58,91,27,71,61,3.272727272727273
196,26,63,65,89,42,85,31,77,3.272727272727273
197,49,57,88,42,40,76,70,35,2.4545454545454546
198,60,66,22,90,69,89,30,42,3.3181818181818183
199,78,48,61,46,51,74,90,65,3.5454545454545454
200,71,75,40,37,66,83,21,58,3.3181818181818183
201,43,37,55,64,29,64,80,84,2.409090909090909
202,22,78,30,84,56,38,40,66,2.590909090909091
203,75,39,38,24,27,30,90,56,1.3181818181818181
204,82,29,52,34,62,45,75,74,2.6818181818181817
205,25,26,65,51,85,82,25,85,2.8181818181818183
206,72,77,79,77,80,67,61,60,4.681818181818182
207,54,40,34,42,31,28,89,20,0.9545454545454546
208,69,29,32,81,53,22,69,58,2.227272727272727
209,66,30,33,70,27,85,53,68,2.590909090909091
210,41,85,60,51,56,25,53,38,2.3636363636363638
211,65,24,27,86,26,52,37,50,2.0454545454545454
212,31,75,80,39,29,66,90,48,2.409090909090909
213,43,84,22,41,64,84,91,77,3.3181818181818183
214,71,53,59,31,31,29,49,71,2.272727272727273
215,75,20,67,77,35,89,33,67,2.9545454545454546
216,82,82,91,39,82,38,76,20,2.9545454545454546
217,45,53,85,39,42,46,51,55,2.227272727272727
218,70,76,73,24,78,53,58,77,3.9545454545454546
219,45,59,90,30,22,43,33,27,1.4090909090909092
220,68,50,59,68,43,55,78,24,2.6818181818181817
221,88,67,54,31,25,70,33,88,3.0454545454545454
222,30,47,48,63,89,46,65,55,2.6363636363636362
223,26,71,88,86,44,86,42,81,3.590909090909091
224,57,44,87,72,48,54,89,34,2.6363636363636362
225,65,86,81,62,88,64,51,68,4.363636363636363
226,73,85,55,70,59,80,86,87,4.545454545454546
227,61,80,24,85,74,74,55,48,3.909090909090909
228,70,83,89,43,84,32,44,63,3.4545454545454546
229,76,26,30,48,44,77,26,27,1.7727272727272727
230,87,35,68,43,34,91,48,67,2.5
231,72,23,40,32,54,64,72,55,2.3636363636363638
232,64,22,65,67,34,79,20,59,2.5454545454545454
233,62,41,61,59,68,56,77,71,3.3636363636363638
234,61,25,65,24,31,64,86,29,1.6818181818181819
235,22,81,76,52,34,34,50,65,2.4545454545454546
236,49,32,68,72,20,77,86,57,2.6363636363636362
237,72,41,78,52,41,67,91,24,2.6363636363636362
238,23,91,65,31,53,49,43,42,2.1363636363636362
239,27,56,78,65,21,50,58,26,2.090909090909091
240,72,72,70,62,69,21,42,22,3.1818181818181817
241,63,45,41,66,82,45,64,80,3.3636363636363638
242,68,47,29,79,66,50,77,79,3.4545454545454546
243,86,65,26,64,43,50,57,87,3.3181818181818183
244,84,51,65,79,59,22,25,67,3.227272727272727
245,48,26,57,49,43,83,27,46,1.9090909090909092
246,67,31,57,35,29,71,49,30,1.5909090909090908
247,77,53,20,78,88,34,71,82,3.5
248,24,42,24,70,47,34,90,82,2.0454545454545454
249,77,21,90,28,87,51,71,30,2.4545454545454546
250,85,22,81,27,24,63,87,24,1.9090909090909092
251,65,82,63,40,43,66,78,85,3.5454545454545454
252,76,91,66,84,29,49,53,47,3.3181818181818183
253,57,72,74,49,69,78,64,78,4.136363636363637
254,69,54,45,62,42,90,63,52,3.227272727272727
255,22,56,78,37,86,57,43,61,2.6818181818181817
256,80,26,57,45,56,77,24,81,3.0
257,88,58,57,49,49,45,51,39,2.4545454545454546
258,43,63,48,41,88,25,61,48,2.3181818181818183
259,83,25,38,41,88,61,89,60,2.8181818181818183
260,70,49,81,66,44,79,80,35,3.090909090909091
261,75,39,26,80,88,75,70,64,3.5
262,82,42,82,80,27,53,66,83,3.272727272727273
263,56,30,89,47,41,47,70,76,2.4545454545454546
264,86,90,57,22,22,67,22,74,3.090909090909091
265,43,48,33,65,63,34,62,90,2.4545454545454546
266,50,74,55,87,71,21,45,43,3.1818181818181817
267,28,80,30,89,36,61,70,38,2.3636363636363638
268,20,54,41,60,86,44,71,37,2.227272727272727
269,54,54,58,51,50,55,37,67,3.0
270,61,34,78,26,35,80,87,77,2.590909090909091
271,89,39,75,61,40,31,48,82,2.590909090909091
272,48,31,50,47,67,54,64,45,2.227272727272727
273,48,44,85,77,40,77,23,86,3.090909090909091
274,52,42,24,88,77,44,50,39,2.227272727272727
275,71,74,89,59,52,22,88,36,3.090909090909091
276,71,85,80,77,24,72,59,78,4.2272727272727275
277,59,79,63,28,37,56,74,20,2.3181818181818183
278,61,21,54,31,71,45,33,21,1.7727272727272727
279,81,37,83,21,89,65,59,22,2.5
280,56,38,91,88,41,24,54,28,1.8181818181818181
281,23,23,25,20,34,69,83,70,1.4545454545454546
282,85,45,37,48,59,42,29,28,1.8636363636363635
283,34,67,76,67,82,76,71,34,3.3181818181818183
284,77,44,84,67,44,48,64,30,2.4545454545454546
285,82,54,21,50,24,20,82,31,1.8636363636363635
286,48,22,54,53,52,56,21,25,1.7727272727272727
287,67,83,21,25,47,86,79,81,3.3181818181818183
288,55,68,45,81,56,52,59,70,3.6363636363636362
289,21,61,74,67,65,63,82,91,3.727272727272727
290,36,23,70,47,85,27,48,46,1.7727272727272727
291,91,36,36,71,64,73,36,87,3.272727272727273
292,86,78,21,20,43,85,90,54,3.0454545454545454
293,48,27,27,84,68,47,24,59,2.1818181818181817
294,84,52,49,34,73,61,49,90,3.409090909090909
295,79,39,21,84,42,55,78,41,2.272727272727273
296,55,65,71,21,88,88,29,41,3.090909090909091
297,78,36,42,54,68,78,34,36,2.409090909090909
298,49,67,34,35,48,68,23,47,2.090909090909091
299,60,59,81,46,82,84,70,69,3.9545454545454546
300,87,75,74,37,56,83,46,28,3.227272727272727
301,83,81,54,53,91,44,50,60,3.772727272727273
302,27,46,20,22,81,72,70,42,2.090909090909091
303,78,40,34,72,74,52,22,26,2.6363636363636362
304,21,23,76,20,20,65,78,72,1.9090909090909092
305,34,51,85,25,41,83,66,63,2.5454545454545454
306,84,60,51,66,47,46,27,67,3.3181818181818183
307,34,45,53,32,33,75,42,32,1.3636363636363635
308,40,64,82,29,51,47,48,55,2.5
309,48,50,91,21,89,61,37,66,3.0454545454545454
310,72,79,67,42,41,23,52,24,2.3636363636363638
311,41,37,72,31,84,28,78,71,2.1818181818181817
312,38,36,84,46,90,49,41,41,1.8636363636363635
313,49,35,81,89,62,28,40,56,2.409090909090909
314,51,53,54,24,83,41,34,77,2.727272727272727
315,36,51,69,20,63,27,49,37,1.5454545454545454
316,41,29,81,73,23,72,41,86,2.6818181818181817
317,71,72,65,43,32,46,30,25,2.3636363636363638
318,59,91,42,42,45,27,86,62,2.590909090909091
319,36,53,66,80,35,27,86,80,2.5
320,65,27,80,91,25,79,21,59,2.772727272727273
321,58,69,59,50,72,83,50,73,4.0
322,27,88,63,26,57,60,55,40,2.5
323,37,86,48,48,23,21,33,30,1.3636363636363635
324,26,42,56,85,40,25,90,65,2.0454545454545454
325,22,87,29,38,31,60,39,32,1.4545454545454546
326,55,69,48,20,80,44,73,88,3.0454545454545454
327,65,79,84,69,91,88,45,24,3.909090909090909
328,68,90,81,84,24,82,64,64,4.0
329,81,53,86,60,24,40,48,84,3.1363636363636362
330,57,52,78,74,25,44,44,34,2.272727272727273
331,65,24,70,52,83,43,86,74,3.1363636363636362
332,30,90,73,65,55,53,60,35,2.909090909090909
333,26,62,70,53,45,24,40,70,2.590909090909091
334,83,74,22,83,74,46,77,44,3.590909090909091
335,20,78,69,82,59,60,69,21,3.090909090909091
336,40,68,61,79,48,71,82,60,3.6363636363636362
337,37,74,43,80,35,64,83,60,3.0
338,60,39,80,35,60,75,78,47,2.727272727272727
339,55,55,58,61,35,55,26,80,2.8636363636363638
340,44,69,74,34,21,49,66,36,1.7727272727272727
341,64,24,24,70,56,55,89,20,2.272727272727273
342,78,21,43,63,58,62,56,24,2.409090909090909
343,25,86,25,74,69,85,22,60,3.3636363636363638
344,64,63,55,88,31,75,74,30,3.1363636363636362
345,45,80,47,57,20,39,84,44,2.1363636363636362
346,90,47,74,76,59,66,83,84,4.045454545454546
347,60,84,25,27,49,71,47,41,2.6363636363636362
348,35,77,56,67,31,81,79,58,3.0454545454545454
349,73,91,50,72,88,76,72,87,4.818181818181818
350,66,22,34,41,63,37,51,68,1.9090909090909092
351,37,49,80,43,82,34,22,50,2.0454545454545454
352,21,22,30,48,83,22,23,89,1.6363636363636365
353,68,31,67,22,39,75,87,23,1.8181818181818181
354,58,79,51,70,81,45,35,45,3.5
355,72,60,31,27,62,91,91,35,2.8636363636363638
356,38,87,41,81,81,36,53,29,2.5
357,39,70,37,27,42,31,23,66,1.5909090909090908
358,30,86,48,46,77,25,33,76,2.727272727272727
359,50,64,48,81,71,65,71,70,4.136363636363637
360,27,24,44,91,61,86,78,24,2.227272727272727
361,74,30,39,28,50,64,41,63,2.227272727272727
362,68,32,83,47,22,70,43,84,2.6818181818181817
363,54,23,25,36,86,26,68,85,1.9545454545454546
364,38,65,48,70,61,59,62,68,3.272727272727273
365,45,24,27,39,24,34,54,78,1.0909090909090908
366,59,83,54,27,24,41,27,24,1.7272727272727273
367,73,21,69,73,84,34,34,76,3.090909090909091
368,51,70,89,38,56,57,55,73,3.409090909090909
369,27,86,73,31,54,77,79,21,2.6818181818181817
370,83,81,79,76,62,66,53,88,4.636363636363637
371,69,71,37,59,35,60,22,85,3.090909090909091
372,61,53,85,80,53,53,43,21,3.090909090909091
373,91,38,29,69,78,83,26,75,3.272727272727273
374,62,36,68,63,58,37,90,46,2.3636363636363638
375,59,88,86,80,62,69,67,74,4.409090909090909
376,83,52,84,91,30,41,25,47,2.772727272727273
377,61,55,24,51,76,88,65,40,3.1818181818181817
378,91,57,47,29,26,82,84,55,2.727272727272727
379,22,86,59,74,25,44,67,55,2.590909090909091
380,41,31,65,83,52,62,26,35,2.1363636363636362
381,79,55,41,74,70,65,73,54,3.8636363636363638
382,46,79,86,84,23,68,86,83,3.772727272727273
383,81,90,58,58,35,83,59,27,3.090909090909091
384,20,32,51,59,34,31,23,78,1.3636363636363635
385,83,64,22,24,65,39,56,32,2.090909090909091
386,64,37,70,55,77,31,47,39,2.1818181818181817
387,42,64,24,23,49,70,57,45,2.227272727272727
388,61,80,60,58,66,68,83,68,4.090909090909091
389,65,63,58,45,81,78,76,52,3.8181818181818183
390,73,82,62,60,49,23,81,80,3.6818181818181817
391,62,82,46,79,66,70,75,81,4.454545454545454
392,68,70,41,84,34,86,25,32,2.909090909090909
393,89,77,57,34,34,60,20,84,3.090909090909091
394,33,51,87,85,67,86,36,23,2.909090909090909
395,74,48,67,23,29,81,82,22,2.3181818181818183
396,48,26,44,59,48,37,55,59,1.5909090909090908
397,23,23,23,74,82,53,44,58,2.227272727272727
398,74,38,36,32,55,42,68,29,1.4090909090909092
399,72,40,30,35,68,68,22,82,2.6363636363636362
400,61,68,60,79,28,62,46,46,3.227272727272727
401,82,33,29,46,52,85,31,75,2.727272727272727
402,81,59,30,57,34,36,90,44,2.0
403,48,21,77,84,48,54,59,38,2.227272727272727
404,67,55,71,29,40,27,64,89,2.5454545454545454
405,79,83,56,25,41,59,74,76,3.3181818181818183
406,83,32,74,49,66,64,32,71,3.1818181818181817
407,25,69,69,54,89,70,20,84,3.5454545454545454
408,71,44,32,63,40,22,91,88,2.4545454545454546
409,52,33,76,53,73,20,83,32,2.1818181818181817
410,57,31,61,85,25,81,76,62,2.909090909090909
411,30,89,50,24,65,86,65,68,3.1363636363636362
412,90,44,83,89,32,49,26,35,2.272727272727273
413,33,79,34,43,37,45,71,51,1.9545454545454546
414,76,74,33,46,33,33,61,64,2.590909090909091
415,79,91,33,78,57,26,58,60,3.3636363636363638
416,38,64,21,23,21,64,75,81,2.1818181818181817
417,38,87,29,65,40,23,31,62,2.1363636363636362
418,57,75,30,33,79,48,73,65,3.0454545454545454
419,86,29,45,37,87,21,50,47,1.9545454545454546
420,52,65,20,55,43,74,22,63,2.909090909090909
421,71,51,84,90,28,66,20,26,2.909090909090909
422,40,56,68,85,69,23,85,65,3.0454545454545454
423,87,52,80,73,43,34,24,62,3.0454545454545454
424,29,46,59,72,55,33,72,58,2.3636363636363638
425,90,82,50,30,74,22,76,50,3.1818181818181817
426,40,26,31,35,74,55,25,80,1.9090909090909092
427,86,85,44,71,41,39,79,83,3.409090909090909
428,45,55,71,87,41,47,88,78,3.272727272727273
429,59,51,73,42,56,32,86,71,2.8636363636363638
430,85,80,48,71,24,55,91,44,3.227272727272727
431,54,57,64,75,31,65,68,61,3.272727272727273
432,48,61,72,39,43,68,73,88,3.0454545454545454
433,65,36,75,41,36,43,49,23,1.3636363636363635
434,88,37,40,64,55,78,25,71,3.090909090909091
435,59,37,63,73,90,46,74,64,3.1818181818181817
436,50,66,25,26,43,74,29,32,1.9545454545454546
437,61,59,21,89,71,59,50,57,3.409090909090909
438,32,42,54,34,49,87,41,77,2.1363636363636362
439,55,80,45,31,34,46,24,73,2.4545454545454546
440,24,70,69,62,38,39,58,53,2.3636363636363638
441,64,69,21,30,36,72,82,39,2.1818181818181817
442,54,41,76,68,26,69,66,48,2.590909090909091
443,69,45,91,64,21,65,77,50,3.090909090909091
444,91,54,60,54,61,63,21,56,3.5
445,89,75,38,47,55,21,54,29,2.409090909090909
446,39,74,70,58,67,68,38,46,3.1363636363636362
447,66,27,21,90,63,47,52,31,2.1818181818181817
448,71,59,89,54,71,57,63,56,3.772727272727273
449,64,50,89,84,41,74,20,24,3.0454545454545454
450,51,78,66,79,35,21,26,23,2.3636363636363638
451,69,65,74,31,52,23,27,45,2.409090909090909
452,59,51,30,46,90,75,27,89,3.272727272727273
453,55,25,70,52,38,52,47,74,2.4545454545454546
454,88,67,56,43,59,32,45,22,2.3181818181818183
455,42,82,56,59,83,33,51,46,2.8181818181818183
456,59,87,52,86,79,68,65,24,3.6818181818181817
457,54,52,51,34,53,21,58,26,1.7727272727272727
458,57,60,25,77,57,27,66,58,2.8181818181818183
459,42,34,29,80,40,70,29,80,2.3181818181818183
460,91,71,26,56,20,69,35,57,2.9545454545454546
461,43,52,73,24,41,77,87,70,2.8636363636363638
462,33,63,51,56,38,33,46,29,1.5
463,81,73,59,39,29,58,35,23,2.272727272727273
464,56,26,70,63,33,55,54,29,1.9545454545454546
465,62,56,75,78,65,76,70,75,4.363636363636363
466,89,63,67,66,21,88,22,32,3.0
467,46,76,49,41,46,58,26,44,2.3181818181818183
468,65,66,89,88,91,32,43,33,3.1363636363636362
469,41,59,29,46,81,88,35,59,2.727272727272727
470,26,36,38,50,20,90,37,62,1.6363636363636365
471,72,82,73,48,56,78,68,36,3.590909090909091
472,25,21,61,70,24,36,73,57,1.6818181818181819
473,79,67,74,38,37,58,43,76,3.0
474,66,56,50,54,31,34,50,85,2.590909090909091
475,82,25,58,57,87,87,54,65,3.409090909090909
476,24,41,30,69,49,91,20,82,2.3636363636363638
477,69,82,82,26,33,76,54,90,3.409090909090909
478,86,69,84,62,78,29,41,51,3.5454545454545454
479,42,47,46,87,81,38,89,85,2.9545454545454546
480,77,63,61,58,55,48,56,51,3.409090909090909
481,80,46,65,82,22,48,20,67,2.909090909090909
482,58,85,73,65,65,77,58,71,4.363636363636363
483,90,41,55,37,32,82,88,83,2.727272727272727
484,24,27,83,70,82,21,57,91,2.6363636363636362
485,81,52,22,38,87,62,31,30,2.4545454545454546
486,69,32,73,81,85,64,59,68,3.590909090909091
487,36,23,38,87,87,71,61,36,2.227272727272727
488,68,50,76,35,20,71,64,75,3.090909090909091
489,91,47,57,43,43,76,60,20,2.4545454545454546
490,53,57,83,36,57,68,32,20,2.3636363636363638
491,77,87,76,74,79,31,88,67,4.181818181818182
492,28,22,43,38,71,52,23,46,1.4545454545454546
493,85,86,68,87,87,88,61,89,4.863636363636363
494,70,61,51,60,31,25,50,59,2.772727272727273
495,40,91,52,23,66,31,30,89,2.5454545454545454
496,21,81,55,28,31,40,31,73,2.0
497,82,50,69,23,46,87,31,50,2.9545454545454546
498,32,54,91,71,28,79,23,46,2.6363636363636362
499,29,49,58,59,30,69,76,38,1.8181818181818181
