,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
66,62,89,58,22,36,58,85,70,3.0454545454545454
67,46,74,70,53,51,48,69,49,3.1818181818181817
68,55,20,71,49,38,46,51,62,2.090909090909091
69,72,29,20,25,73,28,62,71,2.227272727272727
70,79,22,75,39,91,66,63,74,3.227272727272727
71,43,74,52,36,70,38,72,86,2.909090909090909
72,65,65,55,37,75,49,79,32,2.727272727272727
73,68,25,56,87,36,69,91,55,2.6818181818181817
74,28,71,59,88,40,79,60,73,3.5454545454545454
75,29,35,85,33,28,80,38,39,1.1363636363636365
76,91,85,32,50,52,76,77,58,3.727272727272727
77,79,38,43,88,63,62,90,72,3.4545454545454546
78,22,39,67,34,36,63,68,55,1.5
79,31,73,61,42,47,58,69,76,2.9545454545454546
80,43,68,63,26,55,55,67,71,2.909090909090909
81,72,59,58,35,55,48,50,68,2.8636363636363638
82,46,67,29,86,34,49,62,28,2.1363636363636362
83,81,70,64,75,21,31,78,51,3.272727272727273
84,70,72,42,69,70,43,37,80,3.727272727272727
85,77,89,33,89,75,25,60,73,3.8181818181818183
86,49,65,66,85,68,91,78,30,3.5
87,45,81,55,86,82,27,48,69,3.4545454545454546
88,73,29,45,23,71,68,87,43,2.4545454545454546
89,41,56,77,23,85,63,62,90,3.227272727272727
90,49,59,63,63,21,52,60,58,2.727272727272727
91,85,38,84,22,77,90,90,33,2.727272727272727
92,40,41,27,45,66,82,72,34,2.0454545454545454
93,70,43,87,44,82,50,47,65,3.1818181818181817
94,80,72,80,24,56,41,32,64,3.1363636363636362
95,79,90,22,90,21,32,79,84,3.1818181818181817
96,24,63,72,68,59,64,68,65,3.409090909090909
97,50,35,48,42,68,35,54,41,1.5454545454545454
98,84,75,91,28,64,78,61,24,3.4545454545454546
99,83,75,41,36,66,72,57,36,3.0454545454545454
100,30,75,78,85,25,73,90,28,2.9545454545454546
101,74,88,69,76,89,36,86,58,3.9545454545454546
102,63,21,70,52,85,42,47,23,2.3181818181818183
103,78,59,39,34,59,44,47,25,1.8636363636363635
104,79,28,50,45,28,36,56,62,1.9090909090909092
105,38,89,22,47,31,29,57,89,2.0
106,34,62,71,43,61,82,46,53,3.0454545454545454
107,32,80,83,72,31,62,58,40,2.8636363636363638
108,42,63,41,59,57,35,88,65,2.5454545454545454
109,34,89,91,49,64,52,52,88,3.409090909090909
110,46,47,39,74,64,68,37,90,3.090909090909091
111,81,20,36,84,37,43,67,40,1.8181818181818181
112,50,47,84,65,62,50,44,86,3.4545454545454546
113,84,47,74,26,55,86,23,33,2.590909090909091
114,60,83,55,84,88,88,60,37,3.9545454545454546
115,78,20,42,66,77,51,63,76,3.272727272727273
116,70,87,42,84,40,69,57,35,3.1818181818181817
117,86,86,72,55,75,89,26,42,3.9545454545454546
118,46,46,48,28,36,73,25,53,1.9090909090909092
119,23,30,57,28,50,54,89,46,1.5909090909090908
120,81,52,60,62,45,90,64,58,3.6818181818181817
121,61,28,85,79,42,51,42,64,2.8181818181818183
122,42,71,73,41,67,64,51,76,3.5454545454545454
123,84,86,21,45,38,58,38,74,2.9545454545454546
124,24,41,30,53,73,31,90,76,2.1818181818181817
125,84,44,87,59,78,90,82,39,3.3181818181818183
126,29,41,33,26,23,39,36,87,0.8636363636363636
127,24,91,54,76,89,35,27,73,3.227272727272727
128,23,74,86,78,75,43,60,86,3.727272727272727
129,61,48,69,22,79,49,81,60,3.0
130,74,88,76,42,68,38,60,84,3.590909090909091
131,30,82,28,64,56,90,24,68,3.090909090909091
132,67,47,56,81,34,58,82,85,3.1818181818181817
133,45,65,52,75,90,88,72,26,3.5454545454545454
134,51,61,46,50,53,65,26,61,3.227272727272727
135,26,31,45,39,70,42,20,62,1.5454545454545454
136,30,56,91,48,32,28,89,65,2.0454545454545454
137,76,64,80,54,89,76,58,38,3.772727272727273
138,67,57,34,55,88,84,72,61,3.6363636363636362
139,48,65,69,27,26,86,57,88,2.8636363636363638
140,64,22,46,27,41,69,64,55,2.0
141,56,46,75,73,64,43,31,31,2.590909090909091
142,66,44,36,46,62,86,75,69,3.0
143,54,21,35,66,35,24,87,51,1.5909090909090908
144,30,90,43,68,89,43,22,58,2.772727272727273
145,58,86,58,53,78,88,23,61,3.909090909090909
146,50,43,32,41,71,84,90,51,2.727272727272727
147,45,47,70,88,52,85,41,53,3.3181818181818183
148,43,44,33,48,38,29,34,62,1.1363636363636365
149,91,66,62,54,82,53,39,68,3.8181818181818183
150,45,27,67,39,77,73,45,53,2.5
151,89,71,49,21,81,37,28,28,2.4545454545454546
152,35,62,64,40,59,78,88,51,2.9545454545454546
153,39,75,73,20,37,50,42,73,2.5
154,36,72,59,52,53,47,80,33,2.5
155,82,37,28,76,56,34,86,33,2.0
156,87,45,54,72,49,62,53,29,2.9545454545454546
157,34,43,67,91,24,37,34,85,1.9090909090909092
158,73,68,53,61,78,79,44,82,4.318181818181818
159,83,32,35,86,79,85,84,73,3.6363636363636362
160,24,82,91,48,84,63,57,60,3.5454545454545454
161,48,58,55,23,77,49,82,42,2.409090909090909
162,26,42,58,86,37,64,65,36,1.8636363636363635
163,28,67,60,75,67,75,84,26,3.227272727272727
164,55,33,29,22,78,42,53,80,2.0454545454545454
165,49,69,76,71,23,22,41,27,2.1818181818181817
166,54,23,22,35,40,88,29,78,1.9090909090909092
167,65,45,27,73,83,88,79,75,3.8636363636363638
168,63,82,59,53,28,34,87,46,2.6363636363636362
169,34,66,65,75,38,26,76,24,2.0
170,71,82,21,91,43,20,85,69,3.1818181818181817
171,26,73,61,33,26,23,60,64,2.0
172,56,74,46,59,43,68,24,76,3.272727272727273
173,88,74,72,41,27,88,58,21,3.0
174,34,66,89,67,23,42,66,68,2.590909090909091
175,43,29,64,49,23,53,44,45,1.5
176,29,47,83,33,27,64,67,53,1.9545454545454546
177,73,32,76,63,88,20,76,21,2.590909090909091
178,50,69,46,69,73,73,53,31,3.3636363636363638
179,49,41,62,38,42,24,85,33,1.1818181818181819
180,68,58,86,49,56,82,73,90,3.8181818181818183
181,31,68,61,25,55,21,73,57,2.1363636363636362
182,50,20,77,77,85,47,39,67,3.0454545454545454
183,23,80,70,69,75,27,40,56,3.0454545454545454
184,30,85,69,91,38,30,44,59,2.409090909090909
185,51,66,71,20,25,82,25,32,2.272727272727273
186,83,32,75,72,62,67,77,51,3.5454545454545454
187,69,69,70,33,74,20,60,62,3.1363636363636362
188,73,84,53,44,71,27,58,62,3.3636363636363638
189,73,49,45,69,30,54,77,47,2.6818181818181817
190,73,24,39,65,72,62,31,43,2.590909090909091
191,50,57,62,53,56,69,73,40,3.0454545454545454
192,60,63,20,72,80,31,88,51,3.272727272727273
193,60,85,66,76,50,35,90,43,3.272727272727273
194,63,39,52,82,24,76,41,71,2.909090909090909
195,20,48,69,72,39,21,59,47,1.8181818181818181
196,69,55,42,78,44,29,40,47,2.3181818181818183
197,82,75,78,74,46,69,88,27,3.772727272727273
198,79,60,51,67,70,65,84,91,4.363636363636363
199,37,71,31,40,68,82,73,59,2.909090909090909
200,60,66,29,90,89,63,48,85,3.9545454545454546
201,66,53,83,71,63,83,37,63,4.0
202,68,23,60,67,35,56,23,87,2.5454545454545454
203,47,44,81,63,77,29,47,44,2.3636363636363638
204,57,65,63,83,38,62,71,25,2.9545454545454546
205,21,24,83,80,33,84,81,79,2.727272727272727
206,22,37,77,76,72,44,50,67,2.6363636363636362
207,80,24,39,88,52,74,88,44,2.8181818181818183
208,54,76,76,67,81,58,32,87,4.090909090909091
209,43,24,27,57,46,51,46,69,1.8636363636363635
210,55,48,81,33,21,23,44,52,1.6818181818181819
211,27,38,59,57,34,76,35,64,1.9090909090909092
212,66,40,88,84,33,50,40,46,2.590909090909091
213,31,29,58,49,72,72,37,49,2.1818181818181817
214,49,75,35,86,33,22,87,49,2.3636363636363638
215,84,37,83,32,20,32,61,47,1.5909090909090908
216,74,85,37,33,48,64,71,90,3.3181818181818183
217,76,71,22,33,70,74,20,62,3.5
218,53,61,61,56,67,28,60,81,3.3181818181818183
219,60,90,50,30,75,46,41,61,3.272727272727273
220,35,29,53,31,85,38,31,84,1.6363636363636365
221,49,61,46,71,87,61,59,61,3.772727272727273
222,67,64,69,65,29,55,23,66,3.1363636363636362
223,56,50,52,79,71,27,32,37,2.590909090909091
224,77,84,31,90,30,80,33,47,3.227272727272727
225,66,57,52,68,33,27,77,86,2.8181818181818183
226,28,25,27,28,22,71,31,86,1.3636363636363635
227,57,65,84,65,90,22,64,41,3.1363636363636362
228,88,77,77,38,29,91,61,62,3.4545454545454546
229,43,25,38,27,29,24,71,51,0.7727272727272727
230,25,31,38,59,23,56,55,50,1.3636363636363635
231,23,31,83,87,61,42,91,65,2.590909090909091
232,66,91,27,87,41,67,88,60,3.590909090909091
233,57,34,50,72,59,75,91,29,2.6818181818181817
234,57,58,22,52,49,84,25,63,2.8636363636363638
235,72,57,48,41,86,82,82,30,3.1363636363636362
236,64,45,58,20,31,72,57,56,2.409090909090909
237,68,37,50,64,26,80,54,80,2.8636363636363638
238,76,76,38,90,73,41,85,43,3.4545454545454546
239,67,71,20,69,55,67,20,33,2.9545454545454546
240,32,69,56,22,38,47,71,57,1.9090909090909092
241,38,27,49,75,80,41,79,26,1.9090909090909092
242,78,29,86,72,49,88,34,52,3.1818181818181817
243,75,39,43,31,64,55,47,29,1.8181818181818181
244,43,50,38,47,65,69,55,23,2.1818181818181817
245,41,55,85,67,23,56,54,62,2.772727272727273
246,66,24,50,74,25,56,71,58,2.5454545454545454
247,43,23,42,32,41,65,75,35,1.1363636363636365
248,78,48,74,49,34,60,21,79,3.0
249,77,25,21,82,91,20,56,76,2.8636363636363638
250,42,32,55,34,74,57,32,23,1.5
251,25,46,40,88,91,24,78,61,2.590909090909091
252,30,64,72,62,21,39,32,54,2.1363636363636362
253,37,83,76,44,44,78,82,43,2.6818181818181817
254,43,59,64,29,63,61,88,74,3.0454545454545454
255,91,66,65,25,82,64,24,56,3.409090909090909
256,63,56,26,52,54,77,64,81,3.4545454545454546
257,43,44,33,54,69,91,68,60,2.6818181818181817
258,59,39,80,51,38,30,66,41,1.5909090909090908
259,54,62,57,58,74,41,43,58,3.090909090909091
260,33,68,52,85,80,38,44,48,2.6818181818181817
261,65,90,44,78,50,77,62,39,3.5
262,61,36,72,31,87,34,71,86,2.590909090909091
263,62,40,53,70,25,85,64,78,3.227272727272727
264,73,34,66,68,79,31,77,74,3.1818181818181817
265,55,60,45,23,24,72,57,56,2.5454545454545454
266,73,87,73,82,24,81,40,23,3.4545454545454546
267,86,63,54,24,68,47,83,91,3.409090909090909
268,82,29,43,86,49,59,44,64,2.727272727272727
269,22,71,52,55,91,74,70,39,3.1818181818181817
270,32,44,33,79,56,59,70,57,2.3181818181818183
271,38,52,23,77,47,84,69,78,3.0454545454545454
272,63,47,45,73,51,53,28,81,3.272727272727273
273,59,39,75,59,54,32,55,36,1.8181818181818181
274,48,48,35,31,48,20,61,34,1.0909090909090908
275,38,78,66,73,53,44,87,35,2.727272727272727
276,36,75,48,68,21,81,57,42,2.590909090909091
277,37,72,60,80,63,29,77,82,3.409090909090909
278,30,89,22,53,85,62,80,76,3.4545454545454546
279,25,73,30,37,45,35,39,34,1.1818181818181819
280,46,77,90,31,59,69,77,47,3.090909090909091
281,58,67,47,25,73,24,43,38,2.0454545454545454
282,70,77,32,50,69,59,41,40,3.1363636363636362
283,72,90,62,88,25,90,73,48,3.8181818181818183
284,23,84,49,48,21,65,52,73,2.727272727272727
285,82,72,24,66,41,82,78,63,3.727272727272727
286,89,46,69,49,78,80,82,73,3.9545454545454546
287,46,62,89,52,32,39,35,38,1.8636363636363635
288,48,71,48,74,88,68,38,26,3.272727272727273
289,42,46,65,87,40,23,75,79,2.590909090909091
290,83,58,59,63,34,77,43,85,3.4545454545454546
291,81,71,86,83,63,34,26,77,3.9545454545454546
292,23,62,54,81,79,62,54,38,3.0454545454545454
293,39,43,30,38,54,87,76,30,1.5
294,59,28,45,62,78,46,45,91,2.8636363636363638
295,58,23,42,60,51,22,21,64,2.0
296,31,20,39,39,57,52,24,67,1.3636363636363635
297,35,42,66,84,32,49,66,41,1.8181818181818181
298,51,54,23,73,57,42,76,26,2.409090909090909
299,20,29,43,81,55,57,82,67,2.3636363636363638
300,42,68,52,51,66,72,83,60,3.5454545454545454
301,37,20,53,30,62,27,55,71,1.6363636363636365
302,48,39,74,86,33,54,42,37,1.8636363636363635
303,48,77,56,55,77,68,32,34,3.090909090909091
304,53,34,71,37,68,46,74,58,2.3181818181818183
305,33,59,91,38,63,81,53,84,3.0454545454545454
306,54,89,56,55,67,66,62,84,3.9545454545454546
307,25,48,35,26,21,47,83,59,1.2727272727272727
308,71,86,75,77,90,80,39,62,4.636363636363637
309,76,22,80,77,87,42,37,91,3.3181818181818183
310,33,20,24,64,59,48,62,25,1.4090909090909092
311,78,86,34,33,56,69,84,72,3.4545454545454546
312,70,52,44,26,82,33,79,68,2.772727272727273
313,22,42,72,65,88,75,83,69,3.3181818181818183
314,37,86,61,54,28,51,20,20,2.090909090909091
315,32,26,69,87,28,77,70,59,2.3636363636363638
316,34,30,62,56,54,25,23,78,1.8636363636363635
317,80,69,88,68,52,43,32,52,3.3636363636363638
318,50,51,84,82,29,32,31,48,2.3636363636363638
319,85,81,66,44,30,34,73,21,2.3181818181818183
320,23,78,43,70,39,25,48,27,1.7727272727272727
321,54,30,64,38,71,42,37,56,2.0
322,47,69,90,41,29,73,42,22,2.3181818181818183
323,32,67,35,85,49,60,52,63,2.909090909090909
324,89,40,67,75,62,54,88,44,3.227272727272727
325,61,86,36,26,81,28,77,67,2.909090909090909
326,50,54,40,80,35,68,36,53,2.6818181818181817
327,38,88,59,50,51,23,53,67,2.6818181818181817
328,71,51,34,38,32,22,30,28,1.2272727272727273
329,41,83,38,39,45,28,70,85,2.227272727272727
330,91,83,35,71,49,83,71,24,3.4545454545454546
331,82,50,67,55,81,34,74,65,3.4545454545454546
332,62,20,49,66,37,90,56,34,2.090909090909091
333,35,49,37,56,47,44,73,54,1.8181818181818181
334,24,39,72,66,30,42,71,67,1.9090909090909092
335,82,56,76,45,59,30,87,38,2.590909090909091
336,83,65,53,25,80,64,21,88,3.590909090909091
337,85,36,61,82,28,45,38,90,2.6818181818181817
338,32,68,91,68,58,71,51,26,2.9545454545454546
339,36,32,84,50,86,55,55,58,2.5
340,29,42,27,84,80,20,65,47,2.0
341,28,22,84,79,63,51,83,59,2.727272727272727
342,78,52,77,59,64,48,38,22,2.909090909090909
343,44,75,25,81,82,41,56,67,3.227272727272727
344,62,85,30,63,54,23,30,81,3.090909090909091
345,74,48,86,54,56,79,30,46,3.272727272727273
346,71,39,68,21,51,30,23,68,2.0
347,70,24,32,81,41,20,38,88,2.1818181818181817
348,46,80,57,88,53,28,26,79,3.227272727272727
349,53,72,75,25,36,86,81,72,3.3636363636363638
350,33,75,50,41,75,79,80,87,3.590909090909091
351,75,53,57,30,38,56,46,58,2.409090909090909
352,44,66,77,89,76,73,50,40,3.6363636363636362
353,86,61,89,88,82,33,85,86,4.136363636363637
354,20,65,81,21,78,88,84,69,3.3181818181818183
355,65,83,70,76,34,50,77,40,3.3636363636363638
356,55,89,42,58,73,68,24,46,3.3181818181818183
357,51,78,36,65,57,58,40,85,3.409090909090909
358,68,35,83,55,34,59,71,72,2.727272727272727
359,64,57,81,22,69,60,34,28,2.6363636363636362
360,63,61,72,60,85,26,58,46,3.3636363636363638
361,74,34,29,70,45,36,90,20,1.8636363636363635
362,70,65,82,66,21,62,27,91,3.6363636363636362
363,37,70,90,49,41,89,22,58,2.8636363636363638
364,22,57,79,64,40,51,59,81,2.909090909090909
365,80,22,49,30,53,73,57,60,2.6363636363636362
366,33,30,43,86,56,27,87,67,1.9545454545454546
367,77,20,36,44,36,42,69,83,1.8181818181818181
368,57,36,50,87,31,80,25,44,2.1818181818181817
369,82,38,27,74,60,38,59,52,2.4545454545454546
370,54,67,53,35,61,24,89,69,2.727272727272727
371,61,47,57,33,59,84,22,29,2.272727272727273
372,55,64,68,30,39,72,40,84,2.909090909090909
373,32,74,88,78,71,86,57,65,4.090909090909091
374,70,29,35,83,44,44,44,57,2.090909090909091
375,65,44,80,76,47,74,31,67,3.3636363636363638
376,25,32,24,86,67,49,36,73,2.1818181818181817
377,76,40,52,53,27,60,28,85,2.772727272727273
378,37,39,80,72,74,35,22,88,2.5
379,45,24,72,85,56,79,67,34,2.6818181818181817
380,37,21,62,35,32,75,69,89,1.9090909090909092
381,64,33,65,48,74,64,59,52,2.9545454545454546
382,25,70,58,59,67,72,38,72,3.5
383,80,52,71,62,65,27,81,26,3.0
384,89,91,37,39,75,43,48,61,3.0454545454545454
385,39,43,81,85,62,53,80,50,2.909090909090909
386,39,37,67,48,20,53,36,62,1.5909090909090908
387,48,48,70,77,90,52,30,44,3.0
388,23,58,79,34,66,73,80,67,3.0
389,38,70,57,83,53,66,90,36,3.0454545454545454
390,60,63,36,31,50,55,47,40,2.3181818181818183
391,39,72,31,64,37,63,90,65,2.772727272727273
392,43,46,75,28,79,83,61,81,3.1818181818181817
393,56,81,80,77,66,43,67,51,3.727272727272727
394,32,82,51,58,53,25,26,34,2.0
395,29,89,63,58,61,80,47,40,3.1363636363636362
396,84,80,34,54,60,35,68,86,3.409090909090909
397,36,37,69,21,43,25,74,56,1.1363636363636365
398,41,39,49,26,61,88,40,33,1.5909090909090908
399,43,91,67,65,46,75,27,26,2.909090909090909
400,64,52,71,20,42,91,46,63,3.0
401,44,91,80,30,44,31,43,86,2.3636363636363638
402,45,50,88,66,43,78,42,30,2.6818181818181817
403,66,59,45,40,68,60,81,34,2.727272727272727
404,25,54,32,59,57,44,65,55,2.090909090909091
405,36,38,48,77,73,52,26,44,2.090909090909091
406,85,49,35,23,25,75,65,26,1.9090909090909092
407,55,84,80,41,86,53,71,55,3.6363636363636362
408,35,31,37,90,59,85,39,26,1.7727272727272727
409,81,70,51,26,69,72,48,30,3.1818181818181817
410,34,52,38,63,66,47,26,68,2.4545454545454546
411,82,79,53,50,66,42,30,32,2.9545454545454546
412,70,73,89,77,28,53,67,57,3.727272727272727
413,64,38,49,35,77,87,58,36,2.227272727272727
414,22,21,68,46,77,69,31,88,2.5454545454545454
415,88,52,90,54,63,32,33,36,2.6363636363636362
416,34,27,41,91,20,47,74,31,1.2727272727272727
417,35,32,73,24,66,41,62,65,1.8636363636363635
418,69,89,65,72,83,31,53,37,3.3181818181818183
419,41,66,24,62,46,74,33,71,3.0454545454545454
420,48,59,42,73,61,50,20,88,3.227272727272727
421,32,71,21,23,54,36,41,60,1.9090909090909092
422,27,38,83,58,71,44,28,48,1.9545454545454546
423,58,39,55,71,52,34,42,21,1.8181818181818181
424,47,81,61,85,63,43,77,29,3.1363636363636362
425,51,63,43,48,74,62,89,73,3.6363636363636362
426,74,59,86,84,36,59,72,76,3.6818181818181817
427,80,87,87,84,32,85,21,23,3.409090909090909
428,80,26,69,33,54,75,23,84,2.8181818181818183
429,44,70,85,39,35,57,23,21,1.9090909090909092
430,46,52,41,38,68,49,42,86,2.4545454545454546
431,87,82,54,57,21,43,60,33,2.590909090909091
432,56,89,25,56,85,51,69,73,3.6818181818181817
433,76,25,42,51,38,85,80,30,2.090909090909091
434,63,79,25,61,41,27,53,56,2.6818181818181817
435,51,40,44,29,28,68,74,41,1.5909090909090908
436,87,49,84,57,26,74,82,27,2.8181818181818183
437,79,41,33,59,88,44,48,69,2.727272727272727
438,82,46,36,74,72,48,23,68,3.227272727272727
439,59,70,35,55,80,26,51,30,2.5454545454545454
440,72,32,56,77,32,51,44,50,2.5
441,52,60,31,74,76,68,43,63,3.6363636363636362
442,22,88,42,60,28,50,85,78,2.8636363636363638
443,76,60,54,36,68,88,78,80,3.8181818181818183
444,39,28,67,74,35,20,73,33,1.2727272727272727
445,44,56,90,40,65,34,74,61,2.590909090909091
446,38,55,30,50,68,88,49,74,2.9545454545454546
447,77,27,86,50,79,57,41,28,2.6818181818181817
448,86,86,21,76,36,27,65,65,3.0
449,84,51,71,38,22,91,42,38,2.409090909090909
450,23,54,57,34,43,47,32,46,1.5
451,67,78,90,51,72,67,47,40,3.772727272727273
452,75,39,64,48,76,71,84,49,3.1818181818181817
453,88,40,32,62,53,89,35,21,2.5
454,24,26,36,25,42,73,40,59,1.2727272727272727
455,71,70,40,45,66,86,40,71,3.909090909090909
456,81,38,60,31,70,83,51,65,3.090909090909091
457,20,47,34,58,38,53,82,22,1.4090909090909092
458,24,30,42,66,59,44,71,91,2.090909090909091
459,69,44,46,61,70,60,44,75,3.409090909090909
460,88,40,87,38,36,47,53,87,2.409090909090909
461,41,52,22,86,83,85,69,40,3.0454545454545454
462,58,39,33,77,71,24,61,79,2.6363636363636362
463,33,60,51,41,71,33,78,23,2.0454545454545454
464,56,30,62,48,27,66,81,89,2.5
465,27,46,51,81,63,44,43,30,2.0454545454545454
466,30,90,21,79,84,54,54,41,2.9545454545454546
467,80,57,91,59,44,22,74,20,2.4545454545454546
468,83,59,67,68,83,67,57,55,3.909090909090909
469,53,38,36,22,70,48,69,38,1.5454545454545454
470,56,48,79,47,37,56,51,31,2.0454545454545454
471,62,60,32,75,68,37,25,32,2.5
472,35,22,70,89,69,79,51,71,3.1818181818181817
473,67,31,73,89,65,59,41,54,3.090909090909091
474,78,73,48,43,55,88,42,82,3.727272727272727
475,81,51,83,23,50,45,53,82,3.1818181818181817
476,35,44,60,21,32,85,53,42,1.5
477,21,73,82,62,78,77,27,91,3.9545454545454546
478,20,37,39,59,51,67,29,31,1.3636363636363635
479,64,62,58,54,65,31,24,88,3.1818181818181817
480,47,35,57,72,23,81,23,37,1.9090909090909092
481,90,60,57,22,64,69,81,75,3.6818181818181817
482,50,72,56,48,21,29,50,41,2.1363636363636362
483,29,72,91,76,60,44,54,66,3.409090909090909
484,55,39,54,57,73,68,67,30,2.5
485,75,27,52,72,32,40,72,36,2.0
486,61,39,61,68,66,35,33,53,2.409090909090909
487,31,53,77,51,46,76,51,77,3.1818181818181817
488,52,20,64,55,53,60,89,29,2.3636363636363638
489,53,23,29,42,41,76,51,39,1.5
490,86,80,33,63,81,62,27,48,3.6363636363636362
491,63,84,33,74,61,34,70,55,3.3181818181818183
492,80,43,38,38,42,46,37,22,1.2727272727272727
493,29,36,50,45,87,43,80,27,1.5909090909090908
494,42,72,59,29,42,89,85,81,3.0454545454545454
495,69,81,67,86,57,45,76,70,4.090909090909091
496,89,58,56,79,68,60,36,33,3.272727272727273
497,79,26,24,54,90,49,42,81,2.772727272727273
498,41,27,63,91,60,80,31,59,2.8181818181818183
499,22,68,60,60,47,48,36,30,2.1818181818181817
500,61,25,81,84,65,48,45,36,2.590909090909091
501,62,46,38,51,24,33,72,66,2.090909090909091
502,61,72,89,51,68,72,64,41,3.8636363636363638
503,54,78,61,34,66,73,62,62,3.6363636363636362
504,64,77,83,55,32,64,26,83,3.5454545454545454
505,51,25,59,43,31,39,32,50,1.2272727272727273
506,22,35,53,30,85,77,62,51,2.227272727272727
507,65,67,65,68,27,61,73,82,3.6363636363636362
508,68,23,69,29,49,53,51,72,2.409090909090909
509,32,71,83,68,42,63,88,76,3.5
510,63,38,50,55,74,64,56,71,3.272727272727273
511,59,79,66,49,56,39,54,29,2.5
512,81,86,80,36,90,46,84,24,3.227272727272727
513,88,60,59,59,25,24,56,43,2.3636363636363638
514,89,27,26,38,54,22,81,88,2.0
515,71,20,53,27,89,39,38,42,1.7727272727272727
516,27,48,42,26,77,50,38,55,1.9545454545454546
517,28,86,44,60,81,71,31,25,2.909090909090909
518,70,60,29,20,23,66,63,29,2.1363636363636362
519,46,78,74,91,51,55,40,88,3.8636363636363638
520,41,77,24,48,67,22,23,33,1.8636363636363635
521,37,22,36,66,76,36,38,58,1.6363636363636365
522,37,53,57,68,30,35,70,75,2.272727272727273
523,24,68,43,45,33,84,88,35,2.0
524,55,87,30,42,55,64,46,30,2.5
525,91,20,73,89,52,37,53,65,2.909090909090909
526,87,72,35,49,61,71,24,64,3.6363636363636362
527,42,42,75,35,73,52,26,25,1.8636363636363635
528,23,65,41,67,66,47,50,41,2.4545454545454546
529,79,89,58,27,60,55,57,72,3.6363636363636362
