,CHE 201,MTH 201,MEE 203,MEE 205,CSC 201,EEE 203,EEE 291,MSE 201,gpa
176,22,88,39,77,39,35,34,58,2.0
177,49,89,80,27,83,40,88,84,3.3636363636363638
178,48,85,70,63,32,56,77,73,3.5
179,81,59,51,79,52,43,25,59,3.1363636363636362
180,83,60,73,74,55,37,63,24,3.1363636363636362
181,29,76,22,29,63,63,85,82,2.909090909090909
182,87,21,91,60,66,34,86,75,3.1363636363636362
183,52,87,43,23,62,47,45,69,2.8636363636363638
184,57,59,64,43,38,60,70,51,2.6363636363636362
185,47,40,81,81,59,76,33,56,3.090909090909091
186,75,88,88,40,66,29,55,36,2.8636363636363638
187,23,23,82,42,51,39,89,59,1.6363636363636365
188,87,76,49,35,24,42,76,63,2.6818181818181817
189,38,63,37,23,50,42,31,87,1.9545454545454546
190,85,77,84,33,50,85,49,21,3.227272727272727
191,26,44,79,51,71,50,65,38,2.3181818181818183
192,58,46,27,50,58,43,63,68,2.4545454545454546
193,53,81,68,23,60,56,69,46,3.090909090909091
194,30,79,51,39,74,31,89,30,2.090909090909091
195,51,24,81,60,77,58,84,27,2.727272727272727
196,49,72,35,86,84,33,51,53,3.090909090909091
197,86,37,53,51,60,54,77,64,3.090909090909091
198,55,91,67,83,42,90,50,46,3.590909090909091
199,88,58,91,53,43,39,60,58,2.8181818181818183
200,55,41,57,37,35,82,87,74,2.4545454545454546
201,91,86,40,53,31,62,44,38,2.6818181818181817
202,47,74,59,91,72,57,35,27,3.227272727272727
203,50,54,54,80,68,52,75,80,3.772727272727273
204,76,22,42,91,53,47,76,21,2.3636363636363638
205,42,65,36,46,42,71,57,48,2.3636363636363638
206,48,56,38,74,66,31,83,53,2.6818181818181817
207,44,84,32,37,43,32,56,31,1.3181818181818181
208,53,25,44,32,50,68,40,81,2.1818181818181817
209,83,39,40,50,27,36,49,69,1.8181818181818181
210,70,34,24,24,39,41,31,37,0.8181818181818182
211,26,72,57,22,81,28,31,72,2.5454545454545454
212,23,89,57,76,62,55,66,35,3.0
213,90,60,20,52,45,56,47,48,2.8636363636363638
214,81,31,64,74,62,81,66,44,3.272727272727273
215,91,26,81,65,62,64,89,51,3.409090909090909
216,45,63,78,86,43,73,24,68,3.5
217,38,34,81,36,24,22,32,74,1.1363636363636365
218,20,51,86,74,78,79,37,24,3.0454545454545454
219,36,25,86,46,58,73,82,82,2.727272727272727
220,25,43,62,50,40,72,25,48,2.0454545454545454
221,81,88,51,34,22,87,68,46,3.0
222,63,75,70,60,27,50,55,54,3.409090909090909
223,88,91,68,40,59,26,38,86,3.1818181818181817
224,85,62,50,89,20,91,51,87,3.8636363636363638
225,69,72,67,48,86,42,77,83,3.8181818181818183
226,22,71,66,43,91,72,38,44,2.909090909090909
227,54,32,48,55,85,22,27,50,2.090909090909091
228,59,30,49,81,37,72,34,38,1.9545454545454546
229,88,39,89,35,83,21,53,36,1.9545454545454546
230,80,77,23,37,61,66,57,80,3.5
231,53,89,33,52,63,47,48,26,2.6363636363636362
232,70,50,38,20,50,26,63,63,2.3636363636363638
233,79,71,36,50,61,50,85,28,3.1818181818181817
234,55,57,56,32,54,34,36,47,1.9090909090909092
235,36,22,25,91,54,21,60,61,1.8181818181818181
236,46,85,81,59,57,48,79,82,3.6363636363636362
237,81,70,67,35,91,39,47,58,3.1363636363636362
238,66,67,62,64,85,36,44,83,3.590909090909091
239,73,68,71,25,48,32,60,60,2.8636363636363638
240,37,32,22,63,91,73,49,34,2.0
241,70,78,24,44,74,25,81,77,3.3181818181818183
242,35,68,43,26,48,80,78,21,2.0
243,45,55,39,86,32,79,78,34,2.409090909090909
244,41,60,65,74,74,64,37,26,3.1363636363636362
245,44,67,23,79,69,64,25,21,2.6363636363636362
246,52,66,87,32,76,76,32,69,3.5
247,82,67,28,24,83,37,50,80,2.909090909090909
248,82,38,43,21,29,59,20,80,1.8636363636363635
249,64,41,35,55,78,66,62,62,3.090909090909091
250,55,22,35,71,91,79,44,71,3.1818181818181817
251,73,20,22,85,52,22,76,40,2.1363636363636362
252,37,48,42,27,77,60,33,81,2.3636363636363638
253,33,69,21,60,64,32,79,30,2.0454545454545454
254,84,22,75,89,24,61,33,31,2.3636363636363638
255,36,41,42,35,49,46,35,22,0.8181818181818182
256,29,32,34,53,86,65,39,68,2.1818181818181817
257,72,26,24,38,70,34,67,83,2.227272727272727
258,63,87,58,89,79,50,62,24,3.6818181818181817
259,39,24,70,48,83,52,43,73,2.5454545454545454
260,43,70,66,83,69,89,76,20,3.5454545454545454
261,87,27,68,20,51,50,48,35,1.9545454545454546
262,73,21,84,76,82,52,37,71,3.590909090909091
263,56,51,34,78,24,69,27,88,2.8636363636363638
264,82,45,62,84,69,49,55,45,3.3181818181818183
265,34,59,24,63,60,69,32,81,2.8636363636363638
266,89,58,89,89,46,90,21,81,4.0
267,81,53,79,69,55,32,37,43,2.772727272727273
268,66,81,29,31,55,61,63,49,2.8636363636363638
269,73,80,89,79,85,37,29,55,3.8181818181818183
270,51,80,34,49,70,53,90,50,3.3181818181818183
271,34,33,61,55,61,77,27,90,2.6818181818181817
272,20,27,86,40,61,36,68,41,1.4545454545454546
273,82,69,58,30,35,84,26,62,2.909090909090909
274,63,65,56,67,24,52,26,71,3.1818181818181817
275,71,43,63,34,91,22,42,85,2.6363636363636362
276,61,58,79,40,54,68,28,59,3.0454545454545454
277,61,81,85,26,57,37,34,37,2.3181818181818183
278,84,43,36,56,69,79,28,27,2.5
279,71,57,85,37,65,39,81,51,2.8636363636363638
280,47,53,75,46,52,87,77,37,2.8636363636363638
281,27,37,84,64,83,58,32,76,2.772727272727273
282,26,79,62,87,61,21,65,33,2.6818181818181817
283,21,65,88,81,73,38,68,82,3.409090909090909
284,68,68,41,58,62,33,51,74,3.1363636363636362
285,46,76,27,39,80,87,71,58,3.1818181818181817
286,48,52,46,45,49,62,26,91,2.772727272727273
287,23,25,34,57,73,67,67,26,1.8181818181818181
288,80,30,90,38,29,64,54,42,1.9545454545454546
289,23,52,51,33,89,25,81,91,2.409090909090909
290,68,82,49,74,31,71,68,63,3.727272727272727
291,68,76,36,90,60,76,38,33,3.3636363636363638
292,50,22,88,27,80,45,84,41,2.1818181818181817
293,72,24,27,81,77,80,62,79,3.590909090909091
294,24,58,25,72,88,68,77,70,3.3636363636363638
295,37,85,59,25,42,56,31,38,1.7272727272727273
296,61,86,43,40,44,90,24,41,2.6363636363636362
297,65,83,20,84,30,53,90,38,2.772727272727273
298,66,82,21,65,54,80,57,30,3.227272727272727
299,56,77,58,45,80,22,56,36,2.6818181818181817
300,28,65,65,32,32,91,43,64,2.3636363636363638
301,46,64,53,74,55,31,52,28,2.5
302,81,67,77,82,81,33,52,28,3.3636363636363638
303,44,51,64,90,59,43,42,39,2.3181818181818183
304,24,60,35,33,23,60,26,45,1.5454545454545454
305,24,59,41,54,78,54,35,83,2.8181818181818183
306,30,59,51,20,50,63,32,82,2.4545454545454546
307,91,43,50,29,75,72,48,85,3.272727272727273
308,41,87,89,36,50,40,55,85,2.8636363636363638
309,56,29,76,42,71,37,85,85,2.590909090909091
310,86,70,64,35,24,32,62,62,2.6818181818181817
311,39,43,58,72,39,77,43,27,1.8636363636363635
312,25,36,63,64,82,70,31,65,2.8181818181818183
313,30,52,26,32,29,71,31,63,1.7727272727272727
314,81,45,63,67,53,49,65,44,2.9545454545454546
315,89,29,80,83,79,65,42,58,3.5
316,54,79,88,64,32,57,53,24,2.8636363636363638
317,70,85,45,85,91,27,82,33,3.3636363636363638
318,21,29,27,30,26,82,27,53,1.0909090909090908
319,72,89,42,34,73,62,63,82,3.772727272727273
320,20,54,79,90,20,42,84,91,2.727272727272727
321,31,41,41,50,32,51,30,67,1.6363636363636365
322,84,59,75,59,67,59,76,80,3.9545454545454546
323,69,69,46,50,26,76,70,77,3.4545454545454546
324,84,82,36,24,61,43,74,37,2.5
325,85,29,45,35,40,35,77,71,1.9090909090909092
326,70,79,70,80,38,65,78,83,4.181818181818182
327,29,35,76,38,72,57,47,44,1.7727272727272727
328,90,86,53,62,32,77,66,44,3.409090909090909
329,78,58,45,74,61,71,39,53,3.727272727272727
330,62,64,84,61,28,33,77,26,2.5
331,22,24,83,64,47,72,41,47,2.272727272727273
332,66,63,80,20,45,76,36,43,2.8181818181818183
333,37,80,31,80,61,84,61,57,3.409090909090909
334,22,90,58,21,67,88,77,84,3.3181818181818183
335,48,81,45,39,56,69,75,85,3.227272727272727
336,89,68,82,66,65,64,26,26,3.5
337,76,90,28,49,55,86,24,91,3.6363636363636362
338,54,69,84,23,56,40,46,34,2.227272727272727
339,56,85,38,83,47,28,43,41,2.4545454545454546
340,86,49,41,65,82,23,79,39,2.590909090909091
341,22,49,60,46,87,91,65,47,2.8181818181818183
342,26,39,63,23,62,51,79,69,2.090909090909091
343,85,46,74,68,70,43,88,88,3.772727272727273
344,81,47,67,40,81,58,80,68,3.409090909090909
345,83,29,86,73,76,60,64,37,3.227272727272727
346,57,91,49,77,55,73,35,59,3.6818181818181817
347,36,79,85,26,30,56,32,23,1.7727272727272727
348,43,44,25,50,57,91,33,26,1.8181818181818181
349,50,23,34,48,78,85,89,91,2.9545454545454546
350,51,86,50,63,58,88,76,72,4.136363636363637
351,68,67,38,82,90,71,77,54,3.9545454545454546
352,65,82,77,85,88,45,56,59,4.090909090909091
353,21,74,71,25,52,26,69,43,2.090909090909091
354,22,61,28,61,61,53,81,41,2.590909090909091
355,88,88,65,22,88,54,72,44,3.409090909090909
356,46,34,77,57,33,73,37,76,2.5
357,41,47,54,57,31,76,64,91,2.727272727272727
358,73,46,81,47,26,27,59,48,2.1818181818181817
359,73,51,83,46,80,23,60,88,3.5
360,35,38,87,22,80,91,57,39,1.9545454545454546
361,29,24,82,54,67,26,84,75,2.3181818181818183
362,72,43,71,67,82,36,26,59,2.9545454545454546
363,76,26,67,86,48,91,70,57,3.3181818181818183
364,60,25,87,43,85,66,29,59,2.772727272727273
365,80,60,90,33,43,41,50,23,2.272727272727273
366,31,72,55,69,28,63,78,38,2.5
367,60,51,68,28,44,68,56,71,2.9545454545454546
368,33,20,76,90,68,68,34,63,2.772727272727273
369,46,76,50,22,39,48,23,39,1.7272727272727273
370,79,62,36,20,70,20,83,77,3.0
371,63,61,49,53,89,41,33,88,3.3636363636363638
372,23,47,46,88,29,87,44,61,2.5
373,72,84,49,47,45,31,23,32,2.3181818181818183
374,23,25,42,53,72,87,85,52,2.5
375,67,40,41,76,75,72,37,64,3.409090909090909
376,67,61,73,58,75,52,84,29,3.4545454545454546
377,53,20,29,24,58,31,31,68,1.3636363636363635
378,37,76,63,87,89,55,44,70,3.772727272727273
379,76,70,46,29,25,82,69,88,3.3181818181818183
380,76,77,59,61,20,88,35,45,3.3636363636363638
381,31,66,43,80,32,32,51,35,1.6363636363636365
382,27,74,26,51,34,88,35,65,2.5454545454545454
383,46,86,83,29,20,84,33,43,2.4545454545454546
384,85,67,53,73,51,75,79,36,3.6818181818181817
385,90,42,80,41,34,20,63,54,2.0454545454545454
386,84,50,28,24,70,59,39,34,2.3181818181818183
387,35,90,50,85,70,91,24,76,3.909090909090909
388,57,79,29,55,65,79,83,33,3.1818181818181817
389,77,43,68,35,54,24,59,73,2.4545454545454546
390,30,70,28,26,50,73,60,66,2.727272727272727
391,31,56,88,50,73,71,39,45,3.0454545454545454
392,24,66,89,61,27,52,86,84,3.0454545454545454
393,45,57,35,57,27,31,24,30,1.2272727272727273
394,52,82,25,31,53,22,78,76,2.6363636363636362
395,22,70,43,82,79,28,23,32,2.3636363636363638
396,22,85,87,54,73,68,34,68,3.5454545454545454
397,46,87,43,54,70,58,40,58,3.227272727272727
398,85,31,39,65,72,65,36,31,2.4545454545454546
399,47,46,60,36,41,27,85,26,1.3636363636363635
400,55,35,76,40,63,60,87,86,3.0
401,27,91,51,26,91,30,91,63,2.6363636363636362
402,43,59,75,43,57,75,20,80,3.0454545454545454
403,68,54,29,45,79,57,30,51,2.8636363636363638
404,78,48,44,63,70,44,84,43,2.8636363636363638
405,66,34,31,67,69,66,34,54,2.590909090909091
406,82,46,28,69,91,36,52,20,2.409090909090909
407,45,76,91,76,64,63,45,52,3.909090909090909
408,81,85,90,65,39,25,71,76,3.5
409,50,37,61,41,46,71,28,62,2.409090909090909
410,29,49,84,89,23,22,81,88,2.409090909090909
411,70,32,69,31,57,62,52,30,2.1363636363636362
412,21,81,56,82,44,55,58,58,2.9545454545454546
413,82,67,61,70,35,57,25,81,3.5454545454545454
414,66,67,32,66,65,90,21,26,3.0454545454545454
415,66,86,38,22,20,78,31,88,2.8181818181818183
416,20,87,57,30,63,65,76,55,2.909090909090909
417,86,42,35,58,62,44,30,77,2.6363636363636362
418,54,56,48,70,73,27,22,56,2.909090909090909
419,53,90,70,66,76,25,52,79,3.8181818181818183
420,73,90,43,29,84,57,28,78,3.4545454545454546
421,31,57,35,41,49,21,39,91,1.6363636363636365
422,36,87,40,76,78,43,38,67,3.0454545454545454
423,20,41,70,60,81,84,60,28,2.727272727272727
424,88,22,25,69,57,24,83,46,2.1363636363636362
425,57,82,91,46,77,61,70,86,4.181818181818182
426,90,54,55,47,86,22,26,39,2.4545454545454546
427,33,84,78,85,52,60,40,57,3.4545454545454546
428,38,83,29,59,49,89,58,80,3.090909090909091
429,73,64,53,34,53,88,74,68,3.5454545454545454
430,44,76,31,75,46,20,55,36,2.1363636363636362
431,77,68,74,29,35,33,38,82,2.5454545454545454
432,33,43,44,68,29,85,33,72,2.1818181818181817
433,33,51,28,56,87,57,37,76,2.727272727272727
434,65,51,79,59,68,20,80,78,3.409090909090909
435,83,61,35,79,64,87,33,44,3.4545454545454546
436,46,24,56,76,55,81,80,36,2.5454545454545454
437,80,49,40,42,29,48,67,48,2.0
438,30,24,32,50,59,51,40,68,1.8181818181818181
439,63,54,32,68,73,22,21,38,2.3181818181818183
440,57,61,87,40,26,56,54,50,2.6818181818181817
441,81,85,44,90,37,28,20,63,2.909090909090909
442,38,66,81,79,33,48,49,66,2.772727272727273
443,40,65,56,53,45,32,74,77,2.727272727272727
444,56,88,38,89,46,66,67,47,3.272727272727273
445,91,32,39,43,59,90,59,44,2.1818181818181817
446,41,81,87,83,80,63,87,76,4.318181818181818
447,29,23,41,77,62,69,60,61,2.590909090909091
448,20,48,76,26,78,21,75,72,2.409090909090909
449,82,67,47,65,30,59,20,73,3.227272727272727
450,37,75,26,79,42,83,79,83,3.3181818181818183
451,49,56,65,86,47,21,62,28,2.3181818181818183
452,60,61,22,76,88,38,57,58,3.1818181818181817
453,70,49,77,85,48,89,47,64,3.772727272727273
454,51,87,69,35,71,35,60,64,3.090909090909091
455,52,25,69,45,57,55,43,89,2.590909090909091
456,24,75,63,90,31,66,39,84,3.1818181818181817
457,73,43,64,80,40,71,71,49,3.227272727272727
458,38,57,58,48,62,61,75,84,3.090909090909091
459,88,63,26,28,88,61,69,62,3.3636363636363638
460,34,66,20,76,69,84,28,35,2.6363636363636362
461,51,76,88,53,64,85,59,34,3.5454545454545454
462,74,61,36,29,64,58,32,83,3.0454545454545454
463,91,90,57,89,63,66,20,81,4.318181818181818
464,66,26,77,61,66,32,31,74,2.772727272727273
465,68,70,73,49,49,37,82,68,3.227272727272727
466,91,31,76,31,74,21,82,79,2.727272727272727
467,23,80,90,24,62,49,22,31,2.1818181818181817
468,36,24,54,47,86,73,50,23,2.0454545454545454
469,90,89,29,46,83,86,70,30,3.4545454545454546
470,60,40,33,21,77,48,66,37,1.8636363636363635
471,53,86,44,61,85,43,48,84,3.5454545454545454
472,35,52,20,37,82,88,49,61,2.5454545454545454
473,70,71,26,32,45,72,71,70,3.4545454545454546
474,37,51,24,90,63,45,68,76,2.909090909090909
475,68,76,50,73,57,54,45,39,3.3181818181818183
476,59,84,25,40,31,76,31,44,2.272727272727273
477,86,45,58,69,73,43,61,25,2.8636363636363638
478,76,82,79,51,71,24,36,85,3.8181818181818183
479,86,60,61,88,36,87,73,62,3.909090909090909
480,63,51,68,91,87,61,60,90,4.2272727272727275
481,85,84,76,74,88,83,35,79,4.7727272727272725
482,53,60,90,81,55,66,23,57,3.6363636363636362
483,75,54,89,45,79,49,86,55,3.5454545454545454
484,48,51,72,82,45,67,23,42,2.909090909090909
485,60,20,74,71,52,80,45,84,3.5454545454545454
486,70,69,78,28,63,82,45,68,3.727272727272727
487,68,75,32,26,58,33,43,58,2.3181818181818183
488,84,40,65,56,36,36,36,25,1.6363636363636365
489,23,35,64,59,27,40,33,68,1.4545454545454546
490,29,62,37,72,25,79,41,75,2.8181818181818183
491,81,25,54,56,62,59,54,36,2.4545454545454546
492,80,48,65,53,33,76,25,22,2.5
493,89,88,42,46,86,87,50,88,4.136363636363637
494,62,70,62,68,69,33,56,48,3.3181818181818183
495,20,71,27,91,90,51,56,45,3.090909090909091
496,23,44,77,48,41,62,91,42,1.9545454545454546
497,49,33,42,46,86,37,80,84,2.227272727272727
498,91,89,57,62,29,39,53,69,3.090909090909091
499,85,43,60,67,23,22,52,60,2.4545454545454546
500,90,73,67,69,51,89,62,68,4.318181818181818
501,91,43,36,69,58,31,31,83,2.5
502,61,22,32,43,91,29,36,66,1.9090909090909092
503,21,77,72,34,54,63,72,40,2.6818181818181817
504,84,22,90,31,53,56,56,77,2.772727272727273
505,34,79,46,42,41,86,29,42,2.1818181818181817
506,62,39,71,58,59,41,48,77,2.727272727272727
507,22,36,30,66,80,38,29,59,1.6363636363636365
508,80,36,84,60,52,77,60,85,3.6363636363636362
509,44,71,74,56,67,82,74,39,3.3636363636363638
510,54,25,61,43,38,35,88,75,1.8181818181818181
511,83,43,23,27,47,33,52,20,1.2727272727272727
512,82,60,72,34,59,29,40,35,2.3181818181818183
513,38,73,29,69,88,35,68,54,2.727272727272727
514,33,47,38,71,44,32,69,61,1.9090909090909092
515,84,64,82,79,70,71,49,63,4.545454545454546
516,51,21,80,75,62,32,73,61,2.8636363636363638
517,64,80,85,88,33,51,37,53,3.409090909090909
518,65,69,20,45,65,88,68,51,3.3636363636363638
519,73,25,64,43,28,55,77,37,1.8181818181818181
520,80,32,90,67,91,63,25,79,3.590909090909091
521,55,64,38,45,42,76,62,86,3.090909090909091
522,30,30,62,29,89,69,26,43,1.7272727272727273
523,26,66,23,33,38,57,42,23,1.1818181818181819
524,28,44,43,24,35,84,91,41,1.3181818181818181
525,59,68,60,28,62,39,64,33,2.227272727272727
526,69,90,85,59,67,32,72,83,3.772727272727273
527,69,68,81,68,54,70,75,87,4.2727272727272725
528,37,46,72,46,22,57,76,58,2.1363636363636362
